GO:0000001	mitochondrion inheritance
GO:0090486	small RNA 2'-O-methyltransferase
GO:0090488	polo box domain specific binding
GO:0090493	catecholamine uptake
GO:0090494	dopamine uptake
GO:0090497	mesenchymal cell migration
GO:0090498	extrinsic component of Golgi membrane
GO:0090500	endocardial cushion to mesenchymal transition
GO:0090501	RNA phosphodiester bond hydrolysis
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic
GO:0090504	epiboly
GO:0090505	epiboly involved in wound healing
GO:0090506	axillary shoot meristem initiation
GO:0090512	eisosome membrane domain/MCC
GO:0090513	L-histidine transmembrane import into vacuole
GO:0090514	L-tyrosine transmembrane import into vacuole
GO:0090515	L-glutamate transmembrane import into vacuole
GO:0090516	L-serine transmembrane import into vacuole
GO:0090517	L-lysine transmembrane import into vacuole
GO:0090518	L-arginine transmembrane import into vacuole
GO:0090520	sphingolipid mediated signaling pathway
GO:0090521	glomerular visceral epithelial cell migration
GO:0090522	vesicle tethering involved in exocytosis
GO:0090527	actin filament reorganization
GO:0090528	smooth septate junction assembly
GO:0090529	cell septum assembly
GO:0090533	cation-transporting ATPase complex
GO:0090534	calcium ion-transporting ATPase complex
GO:0090537	CERF complex
GO:0090539	peptide pheromone export by transmembrane transport
GO:0090541	MIT domain binding
GO:0090543	Flemming body
GO:0090545	CHD-type complex
GO:0090547	response to low humidity
GO:0090548	response to nitrate starvation
GO:0090549	response to carbon starvation
GO:0090554	phosphatidylcholine floppase activity
GO:0090555	phosphatidylethanolamine flippase activity
GO:0090556	phosphatidylserine floppase activity
GO:0090557	establishment of endothelial intestinal barrier
GO:0090558	plant epidermis development
GO:0090559	regulation of membrane permeability
GO:0090561	nuclear migration during mitotic telophase
GO:0090567	reproductive shoot system development
GO:0090568	nuclear transcriptional repressor complex
GO:0090571	RNA polymerase II transcription repressor complex
GO:0090575	RNA polymerase II transcription factor complex
GO:0090576	RNA polymerase III transcription factor complex
GO:0090579	dsDNA loop formation
GO:0090594	inflammatory response to wounding
GO:0090596	sensory organ morphogenesis
GO:0090597	nematode male tail mating organ morphogenesis
GO:0090598	male anatomical structure morphogenesis
GO:0090599	alpha-glucosidase activity
GO:0090600	alpha-1,3-glucosidase activity
GO:0090603	sieve element differentiation
GO:0090604	surface biofilm formation
GO:0090605	submerged biofilm formation
GO:0090606	single-species surface biofilm formation
GO:0090608	multi-species submerged biofilm formation
GO:0090609	single-species submerged biofilm formation
GO:0090610	bundle sheath cell fate specification
GO:0090611	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway
GO:0090613	5'-deoxyadenosine deaminase activity
GO:0090614	5'-methylthioadenosine deaminase activity
GO:0090615	mitochondrial mRNA processing
GO:0090616	mitochondrial mRNA 3'-end processing
GO:0090617	mitochondrial mRNA 5'-end processing
GO:0090618	DNA clamp unloading
GO:0090619	meiotic spindle pole
GO:0090625	mRNA cleavage involved in gene silencing by siRNA
GO:0090626	plant epidermis morphogenesis
GO:0090627	plant epidermal cell differentiation
GO:0090630	activation of GTPase activity
GO:0090636	outer dense plaque of desmosome
GO:0090637	inner dense plaque of desmosome
GO:0090646	mitochondrial tRNA processing
GO:0090647	modulation of age-related behavioral decline
GO:0090648	response to environmental enrichment
GO:0090649	response to oxygen-glucose deprivation
GO:0090650	cellular response to oxygen-glucose deprivation
GO:0090651	apical cytoplasm
GO:0090656	t-circle formation
GO:0090657	telomeric loop disassembly
GO:0090658	cone matrix sheath
GO:0090659	walking behavior
GO:0090660	cerebrospinal fluid circulation
GO:0090661	box H/ACA telomerase RNP complex
GO:0090663	galanin-activated signaling pathway
GO:0090664	response to high population density
GO:0090665	glycoprotein complex
GO:0090666	scaRNA localization to Cajal body
GO:0090667	cell chemotaxis to vascular endothelial growth factor
GO:0090668	endothelial cell chemotaxis to vascular endothelial growth factor
GO:0090669	telomerase RNA stabilization
GO:0090670	RNA localization to Cajal body
GO:0090671	telomerase RNA localization to Cajal body
GO:0090672	telomerase RNA localization
GO:0090673	endothelial cell-matrix adhesion
GO:0090675	intermicrovillar adhesion
GO:0090676	calcium ion transmembrane transport via low voltage-gated calcium channel
GO:0090685	RNA localization to nucleus
GO:0090691	formation of plant organ boundary
GO:0090693	plant organ senescence
GO:0090694	Scc2-Scc4 cohesin loading complex
GO:0090695	Wpl/Pds5 cohesin loading/unloading complex
GO:0090696	post-embryonic plant organ development
GO:0090697	post-embryonic plant organ morphogenesis
GO:0090698	post-embryonic plant morphogenesis
GO:0090699	repair of merotelic kinetochore attachment defect, meiosis I
GO:0090700	maintenance of plant organ identity
GO:0090701	specification of plant organ identity
GO:0090702	non-reproductive fruiting body development
GO:0090707	establishment of plant organ orientation
GO:0090708	specification of plant organ axis polarity
GO:0090709	regulation of timing of plant organ formation
GO:0090713	immunological memory process
GO:0090715	immunological memory formation process
GO:0090722	receptor-receptor interaction
GO:0090723	growth cone part
GO:0090724	central region of growth cone
GO:0090726	cortical dynamic polarity patch
GO:0090727	positive regulation of brood size
GO:0090729	toxin activity
GO:0090730	Las1 complex
GO:0090734	site of DNA damage
GO:0090735	DNA repair complex assembly
GO:0090736	MATH domain binding
GO:0090737	telomere maintenance via telomere trimming
GO:0090740	integral component of pigment granule membrane
GO:0090741	pigment granule membrane
GO:0093001	glycolysis from storage polysaccharide through glucose-1-phosphate
GO:0093002	response to nematicide
GO:0095500	acetylcholine receptor signaling pathway
GO:0097001	ceramide binding
GO:0097002	mitochondrial inner boundary membrane
GO:0097003	adipokinetic hormone receptor activity
GO:0097004	adipokinetic hormone binding
GO:0097005	adipokinetic hormone receptor binding
GO:0097006	regulation of plasma lipoprotein particle levels
GO:0097007	4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity
GO:0097008	(3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity
GO:0097009	energy homeostasis
GO:0097010	eukaryotic translation initiation factor 4F complex assembly
GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus
GO:0097012	response to granulocyte macrophage colony-stimulating factor
GO:0097013	phagocytic vesicle lumen
GO:0097014	ciliary plasm
GO:0097016	L27 domain binding
GO:0097017	renal protein absorption
GO:0097020	COPII adaptor activity
GO:0097021	lymphocyte migration into lymphoid organs
GO:0097022	lymphocyte migration into lymph node
GO:0097023	fructose 6-phosphate aldolase activity
GO:0097025	MPP7-DLG1-LIN7 complex
GO:0097026	dendritic cell dendrite assembly
GO:0097027	ubiquitin-protein transferase activator activity
GO:0097028	dendritic cell differentiation
GO:0097029	mature conventional dendritic cell differentiation
GO:0097030	CENP-A containing nucleosome binding
GO:0097035	regulation of membrane lipid distribution
GO:0097036	regulation of plasma membrane sterol distribution
GO:0097037	heme export
GO:0097038	perinuclear endoplasmic reticulum
GO:0097039	protein linear polyubiquitination
GO:0097040	phthiocerol biosynthetic process
GO:0097041	phenolic phthiocerol biosynthetic process
GO:0097042	extrinsic component of fungal-type vacuolar membrane
GO:0097043	histone H3-K56 acetylation
GO:0097045	phosphatidylserine exposure on blood platelet
GO:0097046	replication fork progression beyond termination site
GO:0097047	DNA replication termination region
GO:0097049	motor neuron apoptotic process
GO:0097050	type B pancreatic cell apoptotic process
GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
GO:0097052	L-kynurenine metabolic process
GO:0097053	L-kynurenine catabolic process
GO:0097054	L-glutamate biosynthetic process
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097057	TRAF2-GSTP1 complex
GO:0097058	CRLF-CLCF1 complex
GO:0097059	CNTFR-CLCF1 complex
GO:0097060	synaptic membrane
GO:0097061	dendritic spine organization
GO:0097062	dendritic spine maintenance
GO:0097064	ncRNA export from nucleus
GO:0097065	anterior head development
GO:0097066	response to thyroid hormone
GO:0097067	cellular response to thyroid hormone stimulus
GO:0097068	response to thyroxine
GO:0097070	ductus arteriosus closure
GO:0097078	FAL1-SGD1 complex
GO:0097079	selenite:proton symporter activity
GO:0097080	plasma membrane selenite transport
GO:0097084	vascular smooth muscle cell development
GO:0097089	methyl-branched fatty acid metabolic process
GO:0097090	presynaptic membrane organization
GO:0097091	synaptic vesicle clustering
GO:0097094	craniofacial suture morphogenesis
GO:0097095	frontonasal suture morphogenesis
GO:0097099	structural constituent of albumen
GO:0097100	supercoiled DNA binding
GO:0097101	blood vessel endothelial cell fate specification
GO:0097102	endothelial tip cell fate specification
GO:0097104	postsynaptic membrane assembly
GO:0097105	presynaptic membrane assembly
GO:0097106	postsynaptic density organization
GO:0097107	postsynaptic density assembly
GO:0097108	hedgehog family protein binding
GO:0097109	neuroligin family protein binding
GO:0097110	scaffold protein binding
GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization
GO:0097112	gamma-aminobutyric acid receptor clustering
GO:0097113	AMPA glutamate receptor clustering
GO:0097114	NMDA glutamate receptor clustering
GO:0097115	neurexin clustering involved in presynaptic membrane assembly
GO:0097116	gephyrin clustering involved in postsynaptic density assembly
GO:0097117	guanylate kinase-associated protein clustering
GO:0097118	neuroligin clustering involved in postsynaptic membrane assembly
GO:0097119	postsynaptic density protein 95 clustering
GO:0097120	receptor localization to synapse
GO:0097123	cyclin A1-CDK2 complex
GO:0097124	cyclin A2-CDK2 complex
GO:0097125	cyclin B1-CDK1 complex
GO:0097129	cyclin D2-CDK4 complex
GO:0097134	cyclin E1-CDK2 complex
GO:0097135	cyclin E2-CDK2 complex
GO:0097136	Bcl-2 family protein complex
GO:0097144	BAX complex
GO:0097145	BAK complex
GO:0097149	centralspindlin complex
GO:0097150	neuronal stem cell population maintenance
GO:0097151	positive regulation of inhibitory postsynaptic potential
GO:0097152	mesenchymal cell apoptotic process
GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process
